EMPLOYEE_ID,GENDER,AGE,EDUCATION,EDUCATIONFIELD,COUNTRY,JOBROLE,YEARSATCOMPANY,BUSINESSTRAVEL,DEPARTMENT,ENVIRONMENTSATISFACTION,JOBINVOLVEMENT,JOBLEVEL,JOBSATISFACTION,NUMCOMPANIESWORKED,OVERTIME,PERFORMANCERATING,RELATIONSHIPSATISFACTION,TOTALWORKINGYEARS,TRAININGTIMESLASTYEAR,WORKLIFEBALANCE,YEARSINCURRENTROLE,YEARSSINCELASTPROMOTION,YEARSWITHCURRMANAGER,DISTANCEFROMHQ,AGEWHENHIRED,MARITALSTATUS,PERCENTSALARYHIKE,STOCKOPTIONLEVEL,MONTHLYINCOME,DAILYRATE,HOURLYRATE,WORKLIFEBALANCESCORE,LEADERSHIPSCORE,CULTURESCORE,BENEFITS_LEAVESCORE,COMPENSATIONSCORE,HAPPINESSPERCENT,ATTRITION,MONTHLYINCOME_SDBIN
467,M,48,Bachelors,Life Sciences,United States,Healthcare Representative,2,Travel_Rarely,Marketing,Low,Medium,Associate,High,2,No,Excellent,Very High,19,0,3,2,2,2,47.1681,36,Single,13,No Option Plan,4240,141.333333,17.666667,0.742,0.869,0.67,0.73,0.682,0.984198,No,0
468,M,48,Masters,Life Sciences,United States,Healthcare Representative,15,Travel_Rarely,Research & Development,High,Medium,Manager,High,7,No,Excellent,Medium,27,3,3,11,4,8,11.2571,45,Single,14,No Option Plan,10999,366.633333,45.829167,0.826,0.768,0.593,0.724,0.616,0.969724,No,1
469,M,41,Some College,Medical,United States,Manufacturing Director,2,Travel_Rarely,Research & Development,Very High,High,Associate,High,6,No,Excellent,Medium,8,6,3,2,2,1,41.9225,46,Single,14,No Option Plan,5003,166.766667,20.845833,0.785,0.787,0.785,0.604,0.836,0.961807,No,0
470,M,39,Below College,Life Sciences,United States,Manufacturing Director,21,Travel_Rarely,Research & Development,Very High,Medium,Executive,Very High,1,No,Excellent,High,21,3,3,6,11,8,11.9991,25,Married,16,Full Option Plan,12742,424.733333,53.091667,0.766,0.833,0.833,0.772,0.749,0.943378,No,1
471,F,27,Masters,Life Sciences,United States,Manufacturing Director,3,Travel_Rarely,Research & Development,Low,High,Associate,Very High,0,No,Excellent,Medium,4,2,3,2,2,2,13.8609,43,Married,18,Full Option Plan,4227,140.9,17.6125,0.849,0.693,0.768,0.767,0.801,0.846247,No,0
472,M,35,Bachelors,Other,United States,Laboratory Technician,3,Travel_Rarely,Operations,Medium,High,Junior Associate,Very High,1,No,Outstanding,Low,3,4,2,2,1,2,54.5704,41,Divorced,20,Full Option Plan,3917,130.566667,16.320833,0.775,0.758,0.833,0.721,0.739,0.993967,No,0
473,F,50,Bachelors,Life Sciences,United States,Laboratory Technician,1,Travel_Rarely,Operations,Low,High,Junior Associate,Very High,4,No,Excellent,Medium,8,5,3,0,0,0,35.9595,37,Married,18,No Option Plan,2380,79.333333,9.916667,0.69,0.842,0.679,0.712,0.73,0.979971,No,0
474,M,59,Bachelors,Life Sciences,United States,Manufacturing Director,5,Travel_Rarely,Operations,High,Medium,Executive,Very High,3,Yes,Excellent,Low,30,4,3,3,4,3,38.8127,33,Single,13,No Option Plan,13726,457.533333,57.191667,0.675,0.76,0.798,0.888,0.726,0.964317,No,1
475,M,55,Masters,Medical,United States,Healthcare Representative,8,Travel_Frequently,Operations,High,High,Associate,Medium,3,Yes,Excellent,Very High,17,3,3,7,6,7,29.2044,37,Married,14,Large Option Plan,6385,212.833333,26.604167,0.765,0.774,0.76,0.767,0.69,0.914314,No,0
476,F,41,Below College,Life Sciences,United States,Research Director,21,Non-Travel,Operations,Medium,Low,VP to C-Level,High,1,No,Outstanding,Medium,21,3,3,16,5,10,40.8967,22,Divorced,22,Large Option Plan,19973,665.766667,83.220833,0.643,0.657,0.761,0.914,0.739,0.951172,No,1
477,M,39,Bachelors,Medical,United States,Manufacturing Director,21,Travel_Frequently,Operations,Very High,High,Manager,Low,1,Yes,Excellent,High,21,2,3,6,2,8,13.5433,23,Single,13,No Option Plan,10880,362.666667,45.333333,0.677,0.811,0.772,0.668,0.691,0.767751,No,1
478,M,32,Masters,Medical,United States,Laboratory Technician,8,Non-Travel,Operations,Very High,High,Junior Associate,High,9,No,Excellent,Medium,10,2,3,7,7,7,48.9179,50,Single,12,No Option Plan,4025,134.166667,16.770833,0.612,0.869,0.869,0.777,0.713,0.984463,No,0
479,F,38,Masters,Other,United States,Research Scientist,2,Travel_Frequently,Research & Development,High,High,Junior Associate,High,3,No,Excellent,Low,8,2,3,2,2,2,46.6326,26,Married,16,Full Option Plan,2821,94.033333,11.754167,0.719,0.729,0.842,0.753,0.81,0.860147,No,0
480,M,50,Masters,Medical,United States,Research Director,8,Travel_Rarely,Research & Development,Medium,High,VP to C-Level,High,2,Yes,Excellent,Very High,29,2,2,1,7,7,40.6998,27,Married,11,Full Option Plan,19237,641.233333,80.154167,0.647,0.749,0.705,0.824,0.66,0.686163,No,1
481,M,37,Bachelors,Other,United States,Healthcare Representative,4,Travel_Rarely,Research & Development,Very High,High,Associate,Medium,3,No,Excellent,Low,8,3,2,3,0,1,21.7464,22,Single,15,No Option Plan,4107,136.9,17.1125,0.679,0.815,0.624,0.706,0.548,0.718917,No,0
482,M,26,Below College,Medical,United States,Research Scientist,5,Travel_Frequently,Research & Development,Low,Medium,Junior Associate,High,1,No,Excellent,High,5,5,3,3,1,3,39.3407,31,Divorced,13,Large Option Plan,2007,66.9,8.3625,0.668,0.686,0.657,0.824,0.834,0.940665,No,0
483,M,46,Masters,Medical,United States,Research Director,2,Travel_Rarely,Research & Development,Very High,High,VP to C-Level,Very High,9,No,Excellent,Very High,23,0,3,2,2,2,56.4912,22,Divorced,17,Large Option Plan,19627,654.233333,81.779167,0.715,0.741,0.659,0.641,0.836,0.537536,No,1
484,F,56,Bachelors,Medical,United States,Research Scientist,5,Travel_Frequently,Research & Development,Low,High,Junior Associate,High,2,No,Excellent,Medium,18,4,3,4,0,3,31.9156,33,Married,19,Full Option Plan,2942,98.066667,12.258333,0.656,0.717,0.635,0.748,0.558,0.849002,No,0
485,M,36,Doctorate,Medical,United States,Manufacturing Director,14,Travel_Rarely,Research & Development,Very High,Medium,Manager,Very High,0,No,Excellent,Medium,15,2,2,8,7,8,56.384,50,Single,11,No Option Plan,8858,295.266667,36.908333,0.763,0.755,0.713,0.48,0.761,0.983411,No,0
486,F,55,Below College,Medical,United States,Manager,9,Non-Travel,Research & Development,High,Medium,Executive,Low,7,No,Excellent,Medium,31,3,4,7,6,2,50.8919,47,Single,15,No Option Plan,16756,558.533333,69.816667,0.81,0.755,0.663,0.57,0.784,0.976079,No,1
487,F,46,Masters,Life Sciences,United States,Research Scientist,16,Travel_Rarely,Research & Development,Very High,Medium,Associate,Low,8,Yes,Outstanding,Low,19,2,3,13,1,7,40.1393,38,Divorced,23,Small Option Plan,4615,153.833333,19.229167,0.756,0.664,0.796,0.621,0.732,0.794875,No,0
488,F,26,Some College,Medical,United States,Laboratory Technician,5,Travel_Rarely,Research & Development,Low,Medium,Junior Associate,Low,1,No,Excellent,Low,6,2,3,3,1,3,54.6115,29,Married,16,Large Option Plan,3955,131.833333,16.479167,0.86,0.694,0.668,0.741,0.704,0.830628,No,0
489,M,30,Bachelors,Other,United States,Manufacturing Director,6,Travel_Rarely,Research & Development,High,High,Associate,Low,0,No,Excellent,High,7,1,2,2,0,2,22.3713,42,Married,15,Full Option Plan,9957,331.9,41.4875,0.626,0.773,0.732,0.656,0.823,0.983868,No,0
490,M,41,Some College,Technical Degree,United States,Research Scientist,10,Travel_Rarely,Finance,Medium,Very High,Junior Associate,High,1,No,Excellent,High,10,3,3,6,0,8,35.8177,20,Married,13,No Option Plan,3376,112.533333,14.066667,0.754,0.75,0.457,0.501,0.816,0.982838,No,0
491,F,38,Below College,Life Sciences,United States,Healthcare Representative,19,Travel_Rarely,Finance,High,Medium,Manager,High,0,No,Excellent,Low,20,4,2,9,1,9,39.354,46,Married,18,Full Option Plan,8823,294.1,36.7625,0.716,0.879,0.756,0.586,0.747,0.968335,No,0
492,F,40,Masters,Technical Degree,United States,Healthcare Representative,11,Travel_Rarely,Finance,Low,High,Manager,Very High,4,No,Outstanding,Very High,14,6,3,10,11,1,38.3418,28,Married,20,Full Option Plan,10322,344.066667,43.008333,0.844,0.79,0.824,0.668,0.829,0.952751,No,0
493,M,27,Doctorate,Life Sciences,United States,Laboratory Technician,3,Non-Travel,Finance,Low,Low,Junior Associate,High,1,No,Excellent,Very High,3,4,3,2,1,2,43.8858,29,Married,19,Small Option Plan,4621,154.033333,19.254167,0.736,0.674,0.741,0.764,0.845,0.982677,No,0
494,M,55,Below College,Life Sciences,United States,Manufacturing Director,3,Travel_Frequently,Finance,Very High,High,Manager,Medium,3,No,Excellent,Medium,23,4,3,2,1,2,51.8915,49,Married,18,Full Option Plan,10976,365.866667,45.733333,0.721,0.783,0.769,0.622,0.841,0.966357,No,1
495,M,28,Bachelors,Other,United States,Research Scientist,8,Travel_Rarely,Information Technology,High,High,Associate,High,3,No,Excellent,Very High,10,4,4,7,1,7,39.4385,45,Single,13,No Option Plan,3660,122,15.25,0.765,0.842,0.69,0.643,0.815,0.82158,No,0
496,F,33,Bachelors,Life Sciences,United States,Healthcare Representative,3,Travel_Rarely,Information Technology,Very High,Medium,Manager,Very High,4,No,Excellent,High,9,2,3,2,1,2,56.9691,23,Divorced,15,Full Option Plan,7119,237.3,29.6625,0.744,0.787,0.688,0.643,0.866,0.882061,No,0
497,M,28,Some College,Life Sciences,United States,Laboratory Technician,4,Travel_Rarely,Information Technology,Low,High,Junior Associate,High,1,No,Excellent,Very High,4,5,2,2,2,2,40.6894,22,Divorced,16,Full Option Plan,2207,73.566667,9.195833,0.814,0.766,0.65,0.85,0.853,0.487877,No,0
498,F,34,Below College,Life Sciences,United States,Healthcare Representative,6,Travel_Frequently,Information Technology,Low,High,Associate,Very High,0,No,Excellent,High,7,1,2,2,0,4,35.7207,47,Single,17,No Option Plan,7756,258.533333,32.316667,0.798,0.737,0.799,0.829,0.799,0.970274,No,0
499,M,42,Some College,Medical,United States,Manager,22,Travel_Rarely,Information Technology,Very High,High,Executive,Low,0,No,Excellent,Very High,23,3,3,6,13,7,6.5095,29,Married,17,Full Option Plan,17665,588.833333,73.604167,0.704,0.696,0.671,0.911,0.742,0.87685,No,1
500,F,34,Masters,Life Sciences,United States,Research Scientist,0,Non-Travel,Information Technology,High,Medium,Junior Associate,Very High,3,No,Excellent,Very High,6,2,3,0,0,0,37.777,27,Married,17,Small Option Plan,2979,99.3,12.4125,0.797,0.775,0.633,0.851,0.806,0.864467,No,0
501,F,48,Masters,Medical,United States,Manager,5,Non-Travel,Research & Development,Low,Very High,Executive,Very High,2,No,Outstanding,High,27,3,2,4,2,1,45.3729,19,Single,22,No Option Plan,16885,562.833333,70.354167,0.814,0.726,0.665,0.807,0.88,0.973946,No,1
502,M,52,Masters,Life Sciences,United States,Healthcare Representative,8,Travel_Rarely,Research & Development,Medium,High,Manager,Medium,7,No,Excellent,Very High,18,4,3,6,4,0,46.4116,27,Single,19,No Option Plan,10445,348.166667,43.520833,0.758,0.624,0.613,0.834,0.805,0.593587,No,0
503,F,29,Masters,Life Sciences,United States,Research Scientist,7,Travel_Rarely,Research & Development,High,High,Junior Associate,Very High,4,No,Outstanding,Low,11,1,3,5,1,7,37.9934,36,Divorced,22,Full Option Plan,2514,83.8,10.475,0.865,0.66,0.686,0.857,0.817,0.91731,No,0
504,F,28,Bachelors,Medical,United States,Manufacturing Director,9,Travel_Rarely,Research & Development,Very High,High,Manager,Medium,0,No,Excellent,Medium,10,3,2,7,1,7,59.4082,38,Divorced,17,Small Option Plan,7655,255.166667,31.895833,0.748,0.827,0.585,0.889,0.773,0.982416,No,0
505,F,43,Bachelors,Life Sciences,United States,Manufacturing Director,8,Travel_Frequently,Research & Development,High,High,Manager,Low,8,No,Excellent,High,18,1,3,7,0,1,12.0972,31,Married,11,Full Option Plan,10820,360.666667,45.083333,0.847,0.787,0.728,0.73,0.825,0.757248,No,1
506,F,40,Bachelors,Medical,United States,Research Director,20,Travel_Rarely,Research & Development,High,Medium,VP to C-Level,High,1,No,Excellent,Low,21,2,4,7,4,9,47.6302,28,Single,14,No Option Plan,19626,654.2,81.775,0.708,0.643,0.784,0.827,0.769,0.723031,No,1
507,M,21,Below College,Technical Degree,United States,Research Scientist,2,Travel_Rarely,Research & Development,Very High,Medium,Junior Associate,Medium,1,Yes,Excellent,High,2,6,4,2,2,2,42.2805,40,Single,11,No Option Plan,2070,69,8.625,0.698,0.692,0.818,0.8,0.832,0.980944,No,0
508,M,39,Bachelors,Life Sciences,United States,Laboratory Technician,5,Non-Travel,Research & Development,High,High,Associate,Medium,9,No,Excellent,High,9,2,2,4,0,3,32.2268,30,Single,15,No Option Plan,6782,226.066667,28.258333,0.739,0.723,0.698,0.856,0.664,0.973503,No,0
509,F,36,Masters,Life Sciences,United States,Manufacturing Director,11,Non-Travel,Research & Development,Low,High,Associate,Very High,2,No,Outstanding,Low,18,0,3,9,0,9,41.3939,24,Single,20,No Option Plan,7779,259.3,32.4125,0.795,0.659,0.614,0.889,0.769,0.862447,No,0
510,M,28,Below College,Life Sciences,United States,Research Scientist,5,Travel_Rarely,Research & Development,Low,Medium,Junior Associate,Medium,0,No,Excellent,Low,6,2,1,3,0,4,57.2857,22,Married,17,No Option Plan,3201,106.7,13.3375,0.817,0.732,0.734,0.761,0.904,0.983981,No,0
511,M,34,Some College,Life Sciences,United States,Manufacturing Director,3,Travel_Frequently,Research & Development,Very High,High,Associate,High,2,No,Excellent,Very High,5,3,2,2,0,2,27.8413,41,Single,11,No Option Plan,4033,134.433333,16.804167,0.861,0.733,0.799,0.752,0.756,0.975984,No,0
512,F,29,Bachelors,Life Sciences,United States,Research Scientist,7,Travel_Frequently,Research & Development,Very High,High,Junior Associate,Medium,0,No,Excellent,Very High,8,2,2,5,1,1,42.5909,46,Divorced,14,Large Option Plan,3291,109.7,13.7125,0.699,0.739,0.694,0.708,0.833,0.977072,No,0
513,F,42,Bachelors,Medical,United States,Laboratory Technician,1,Travel_Rarely,Research & Development,Medium,Low,Associate,Very High,4,No,Excellent,Low,16,3,3,0,0,0,43.1956,28,Single,19,No Option Plan,4272,142.4,17.8,0.73,0.788,0.629,0.784,0.718,0.891625,No,0
514,F,29,Below College,Medical,United States,Manufacturing Director,10,Travel_Rarely,Research & Development,Medium,Medium,Associate,Very High,1,Yes,Excellent,High,10,2,2,7,1,2,44.7256,22,Married,15,Full Option Plan,5056,168.533333,21.066667,0.838,0.75,0.732,0.682,0.819,0.409132,No,0
515,F,28,Bachelors,Life Sciences,United States,Research Scientist,3,Travel_Frequently,Research & Development,High,Medium,Junior Associate,High,1,Yes,Excellent,Very High,3,2,3,1,0,2,38.7138,30,Divorced,14,Full Option Plan,2703,90.1,11.2625,0.621,0.719,0.837,0.827,0.717,0.886135,No,0
516,M,41,Masters,Life Sciences,United States,Laboratory Technician,1,Travel_Rarely,Finance,Medium,High,Junior Associate,Very High,3,Yes,Excellent,Low,6,4,3,0,0,0,58.641,19,Married,11,Full Option Plan,4766,158.866667,19.858333,0.899,0.698,0.717,0.909,0.562,0.98144,No,0
517,M,37,Some College,Medical,United States,Healthcare Representative,6,Travel_Rarely,Finance,High,Medium,Associate,Very High,7,No,Excellent,High,9,2,3,2,1,3,33.2334,21,Divorced,13,Large Option Plan,5731,191.033333,23.879167,0.562,0.696,0.702,0.814,0.772,0.630057,No,0
518,M,27,Bachelors,Life Sciences,United States,Research Scientist,4,Travel_Rarely,Finance,Very High,Medium,Junior Associate,High,1,No,Excellent,High,4,0,3,2,2,2,41.2323,37,Married,13,Full Option Plan,2539,84.633333,10.579167,0.725,0.869,0.672,0.889,0.73,0.95087,No,0
519,M,40,Masters,Medical,United States,Research Director,18,Travel_Frequently,Finance,Medium,High,Manager,High,9,No,Excellent,High,20,3,2,7,2,13,53.2448,30,Single,17,No Option Plan,13499,449.966667,56.245833,0.678,0.591,0.705,0.698,0.772,0.964265,No,1
520,M,35,Masters,Medical,United States,Laboratory Technician,8,Travel_Rarely,Finance,Very High,Medium,Junior Associate,High,6,No,Excellent,Medium,10,2,3,0,1,7,52.3853,40,Married,12,Full Option Plan,2258,75.266667,9.408333,0.844,0.641,0.643,0.862,0.63,0.97679,No,0
521,M,24,Bachelors,Medical,United States,Laboratory Technician,4,Travel_Rarely,Operations,Very High,High,Junior Associate,Medium,8,No,Outstanding,Very High,6,2,3,3,1,2,48.1707,20,Single,22,No Option Plan,3597,119.9,14.9875,0.65,0.682,0.787,0.936,0.808,0.972015,No,0
522,M,26,Masters,Medical,United States,Laboratory Technician,8,Travel_Rarely,Operations,Low,Very High,Junior Associate,Very High,1,No,Outstanding,Medium,8,2,3,7,0,7,51.6399,19,Married,22,Full Option Plan,4420,147.333333,18.416667,0.8,0.796,0.69,0.736,0.716,0.97062,No,0
523,F,40,Some College,Medical,United States,Research Scientist,1,Travel_Frequently,Operations,High,Medium,Associate,Very High,3,Yes,Excellent,Very High,16,3,1,1,0,0,56.4535,41,Married,13,Full Option Plan,4422,147.4,18.425,0.909,0.653,0.76,0.87,0.796,0.892824,No,0
524,M,35,Bachelors,Life Sciences,United States,Manufacturing Director,7,Travel_Rarely,Operations,High,Medium,Manager,Medium,2,No,Excellent,Medium,15,2,4,7,6,4,29.6375,19,Divorced,18,Full Option Plan,10274,342.466667,42.808333,0.921,0.842,0.705,0.828,0.756,0.811904,No,0
525,F,34,Bachelors,Medical,United States,Healthcare Representative,13,Travel_Frequently,Operations,Very High,Medium,Associate,Low,0,No,Outstanding,High,14,3,3,9,4,9,9.805,26,Single,20,No Option Plan,5343,178.1,22.2625,0.641,0.717,0.74,0.824,0.63,0.964164,No,0
526,M,35,Masters,Other,United States,Laboratory Technician,2,Travel_Frequently,Operations,Very High,Medium,Junior Associate,Very High,1,No,Excellent,Medium,2,2,4,2,2,2,65.4765,28,Married,13,Full Option Plan,2376,79.2,9.9,0.727,0.75,0.709,0.849,0.873,0.447973,No,0
527,F,56,Masters,Technical Degree,United States,Manager,5,Travel_Rarely,Research & Development,Very High,High,VP to C-Level,Low,4,No,Excellent,Very High,28,2,3,2,4,2,54.8259,21,Divorced,13,Full Option Plan,19943,664.766667,83.095833,0.766,0.701,0.646,0.847,0.545,0.929399,No,1
528,F,29,Below College,Medical,United States,Laboratory Technician,10,Travel_Rarely,Research & Development,Medium,High,Junior Associate,Very High,1,No,Excellent,Low,10,5,3,8,0,8,16.5786,36,Married,13,Full Option Plan,3131,104.366667,13.045833,0.866,0.665,0.734,0.758,0.758,0.928705,No,0
529,F,19,Some College,Life Sciences,United States,Research Scientist,1,Travel_Rarely,Research & Development,High,High,Junior Associate,Low,1,No,Outstanding,High,1,4,3,1,0,0,44.8238,42,Single,25,No Option Plan,2552,85.066667,10.633333,0.679,0.653,0.716,0.796,0.666,0.391718,No,0
530,F,45,Bachelors,Medical,United States,Research Scientist,3,Travel_Rarely,Research & Development,Low,High,Junior Associate,High,4,Yes,Excellent,High,7,2,2,2,0,2,71.8175,45,Married,19,Full Option Plan,4477,149.233333,18.654167,0.815,0.728,0.879,0.797,0.781,0.974852,No,0
531,M,37,Bachelors,Life Sciences,United States,Manufacturing Director,14,Travel_Rarely,Research & Development,Very High,Medium,Associate,Very High,1,No,Excellent,Medium,14,2,2,8,3,11,78.6413,23,Married,13,Full Option Plan,6474,215.8,26.975,0.817,0.86,0.777,0.805,0.757,0.888359,No,0
532,M,20,Bachelors,Life Sciences,United States,Laboratory Technician,2,Travel_Rarely,Research & Development,Low,Medium,Junior Associate,High,1,No,Excellent,Low,2,2,2,2,1,2,51.8859,31,Single,12,No Option Plan,3033,101.1,12.6375,0.725,0.631,0.639,0.697,0.816,0.974721,No,0
533,M,53,Some College,Medical,United States,Manager,7,Travel_Rarely,Research & Development,Very High,High,VP to C-Level,High,3,No,Excellent,Medium,26,6,3,7,4,7,57.6389,45,Divorced,18,Full Option Plan,18606,620.2,77.525,0.931,0.709,0.676,0.824,0.841,0.894784,No,1
534,F,29,Below College,Life Sciences,United States,Research Scientist,5,Travel_Rarely,Research & Development,Medium,Low,Junior Associate,Very High,0,Yes,Excellent,Low,6,2,2,4,1,3,39.6497,22,Married,18,Full Option Plan,2168,72.266667,9.033333,0.908,0.713,0.646,0.81,0.684,0.891866,No,0
535,F,44,Bachelors,Life Sciences,United States,Research Scientist,0,Non-Travel,Research & Development,Very High,Low,Junior Associate,High,2,No,Excellent,Very High,6,3,3,0,0,0,34.6269,42,Single,13,No Option Plan,2290,76.333333,9.541667,0.704,0.712,0.659,0.921,0.686,0.974923,No,0
536,M,50,Bachelors,Medical,United States,Manager,2,Travel_Frequently,Research & Development,Very High,High,Executive,Low,2,No,Outstanding,High,32,3,3,2,2,2,18.806,49,Married,22,Full Option Plan,17856,595.2,74.4,0.788,0.737,0.573,0.791,0.741,0.974946,No,1
537,F,28,Masters,Medical,United States,Laboratory Technician,6,Travel_Rarely,Research & Development,Very High,Medium,Junior Associate,Low,1,No,Excellent,High,6,2,3,5,3,3,60.8886,41,Married,12,Small Option Plan,3196,106.533333,13.316667,0.843,0.76,0.738,0.772,0.766,0.466966,No,0
538,M,46,Some College,Life Sciences,United States,Research Director,4,Travel_Rarely,Research & Development,Very High,High,VP to C-Level,Medium,5,No,Excellent,Low,25,2,3,2,0,3,38.7293,22,Married,11,Full Option Plan,19081,636.033333,79.504167,0.861,0.682,0.753,0.819,0.827,0.976309,No,1
